,Dataset,Iter,Trial,Test_Acc,"Test, Pre",Test_Re,Test_F1,Train_Acc,Train_Pre,Train_Re,Train_F1
0,Data_CIFAR10/DATA_CIFAR10,0,0,0.69,0.69,0.69,0.69,0.83,0.82,0.83,0.82
